Time Stamp [s],Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Rotation W
3.371717,0.007279396,1.045267,-1.185613,0.8433433,-0.5336579,-0.01526831,0.06122377,
3.382912,0.007184744,1.045325,-1.18557,0.8434267,-0.5335184,-0.01552502,0.06122541,
3.393969,0.007049084,1.045431,-1.185599,0.8435515,-0.5333292,-0.01597093,0.06103839,
3.405078,0.006893635,1.045484,-1.185535,0.8436763,-0.5331336,-0.01628804,0.06093987,
3.41644,0.006735802,1.04552,-1.185525,0.8437581,-0.5329837,-0.01660111,0.06103357,
3.427496,0.006483793,1.045479,-1.185513,0.8439052,-0.532685,-0.01674701,0.06156538,
3.438552,0.006327868,1.045384,-1.185528,0.8439071,-0.5326054,-0.01690464,0.06218192,
3.449657,0.006132364,1.045381,-1.185561,0.8439392,-0.5325007,-0.01716119,0.06257053,
3.460884,0.005904198,1.045296,-1.185574,0.8439341,-0.5324528,-0.01756477,0.06293403,
3.471799,0.005732536,1.045291,-1.185592,0.8438737,-0.5324981,-0.0179684,0.06324621,
3.482848,0.00549531,1.045242,-1.185591,0.8437619,-0.532636,-0.01844454,0.06344011,
3.493942,0.005234718,1.045244,-1.185545,0.8436857,-0.5327136,-0.01908147,0.06361228,
3.505045,0.004980564,1.045244,-1.185493,0.843606,-0.5328059,-0.01970878,0.06370556,
3.516218,0.004715443,1.045259,-1.185419,0.8435602,-0.532832,-0.0201913,0.06394348,
3.527286,0.004452229,1.045252,-1.185363,0.8435408,-0.5328138,-0.02078514,0.06415924,
3.538564,0.004149199,1.04527,-1.185296,0.8435019,-0.5328221,-0.02124655,0.06444989,
3.549561,0.003827333,1.04529,-1.185186,0.843477,-0.5328146,-0.02160903,0.06471701,
3.560616,0.003623009,1.045285,-1.185122,0.8434617,-0.5328171,-0.02175559,0.06484693,
3.57199,0.003361464,1.045315,-1.185054,0.8434654,-0.5327867,-0.02199519,0.0649659,
3.582878,0.003212929,1.045318,-1.184974,0.8433816,-0.5328794,-0.02246857,0.06513306,
3.594003,0.002999783,1.045339,-1.184922,0.8433884,-0.5328425,-0.02288599,0.06520069,
